Application_mode,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Previous_qualification_grade,Admission_grade,Displaced,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
1,0,1,1,0,19,123.0,118.8,0,10,5,11.0,7,2,10.0
43,0,1,1,0,30,140.0,130.0,1,10,9,12.333333333333334,10,8,12.0
39,0,1,1,0,28,150.0,150.0,0,6,0,0.0,6,1,10.0
39,1,1,1,1,34,120.0,116.0,0,5,1,17.0,5,2,11.0
17,0,1,1,0,21,110.0,99.0,0,5,5,11.0,5,3,11.428571428571429
1,0,1,1,1,20,133.0,132.0,0,6,5,11.142857142857142,6,6,11.571428571428571
43,0,0,1,0,31,110.0,125.0,0,8,5,12.166666666666666,7,5,12.0
17,1,0,1,0,21,126.0,116.2,0,5,2,11.0,5,2,11.5
39,0,0,1,0,27,133.1,100.0,1,5,1,11.0,5,3,10.666666666666666
1,0,1,1,0,19,136.0,132.9,1,6,4,13.25,6,5,11.8
17,0,1,1,0,21,129.0,132.5,1,6,0,0.0,6,1,10.0
44,0,0,1,0,21,140.0,140.0,1,6,2,12.5,6,0,0.0
43,0,0,1,0,35,160.0,100.1,0,10,7,12.142857142857142,9,4,12.25
39,0,1,1,0,28,133.1,128.2,0,5,3,12.0,5,3,11.333333333333334
17,0,1,1,0,24,140.0,133.4,0,6,4,11.25,6,4,10.428571428571429
1,0,0,1,0,19,142.0,136.1,1,4,0,0.0,6,0,0.0
17,1,0,1,0,20,138.0,123.0,0,6,5,12.4,6,4,13.0
1,0,1,1,1,20,131.0,130.3,1,6,6,12.833333333333334,6,6,12.666666666666666
1,0,1,1,0,19,160.0,153.7,0,5,1,13.0,5,2,10.0
39,1,0,1,0,37,110.0,142.5,0,7,5,12.0,7,3,11.666666666666666
1,0,1,1,0,19,124.0,114.6,1,6,2,12.0,6,1,13.0
39,0,1,1,0,36,120.0,108.5,0,7,0,0.0,7,0,0.0
39,0,1,1,0,29,133.1,140.0,0,5,0,0.0,5,0,0.0
39,0,1,1,0,30,133.1,120.0,0,6,6,11.375,6,5,11.6
51,1,1,1,0,32,133.1,120.0,0,6,2,12.0,6,0,0.0
1,0,1,1,0,26,123.0,127.6,1,6,6,11.833333333333334,6,6,11.666666666666666
44,0,1,1,0,37,140.0,140.0,0,6,1,12.0,6,2,10.5
39,0,1,1,0,27,138.7,111.3,0,6,3,12.0,6,2,11.0
1,0,1,1,1,18,131.0,131.0,1,6,6,12.714285714285714,6,5,11.833333333333334
1,0,1,1,1,18,149.0,139.5,0,8,8,15.3,8,8,15.3
39,0,0,1,0,32,133.1,110.0,0,8,2,11.5,7,0,0.0
44,0,1,1,0,20,130.0,130.0,0,5,1,13.0,5,3,12.6
43,0,1,1,0,22,120.0,115.0,0,6,0,0.0,6,0,0.0
39,0,1,0,0,32,133.1,154.3,0,7,0,0.0,8,0,0.0
1,0,1,0,0,21,143.0,135.0,1,5,4,11.0,5,5,12.0
17,0,0,0,0,19,126.0,115.2,0,6,3,12.666666666666666,6,5,13.125
1,0,1,0,1,18,125.0,130.6,1,6,6,13.5,6,6,14.0
1,0,1,0,1,18,123.0,117.4,1,5,5,12.0,5,5,11.4
7,1,0,0,0,38,150.0,150.0,1,5,0,0.0,5,0,0.0
17,0,1,0,0,21,132.0,131.3,1,6,5,11.8,6,4,10.5
1,0,0,0,0,21,133.0,120.4,0,6,2,11.5,6,1,13.0
1,0,1,1,0,26,122.0,113.6,0,5,2,11.5,5,3,12.0
1,0,1,0,0,19,137.0,125.0,1,7,6,14.616666666666667,7,6,14.616666666666667
1,0,1,0,1,19,145.0,132.3,1,8,7,14.06,8,7,14.06
17,1,1,0,0,18,150.0,142.7,0,6,4,11.0,6,3,11.333333333333334
7,0,1,0,0,25,130.0,130.0,0,5,0,0.0,5,0,0.0
1,0,1,0,0,19,136.0,120.8,1,14,7,12.192307692307692,14,7,12.192307692307692
17,0,1,0,1,18,131.0,130.3,1,6,6,12.833333333333334,6,6,12.333333333333334
17,0,1,0,1,19,130.0,119.9,0,5,5,12.875,5,5,11.833333333333334
1,0,1,0,1,22,108.0,110.5,1,6,6,12.166666666666666,6,6,12.5
44,0,1,0,0,21,160.0,160.0,1,6,6,13.428571428571429,6,6,12.857142857142858
17,0,1,0,1,21,113.0,118.6,1,6,6,14.5,6,6,14.666666666666666
1,0,1,0,1,20,113.0,112.3,0,7,7,12.142857142857142,7,7,12.857142857142858
1,0,1,0,0,19,137.0,124.4,0,5,4,11.25,5,3,11.714285714285714
1,0,1,0,0,18,148.0,125.0,1,7,6,13.9,7,6,13.9
39,0,1,0,0,26,130.0,105.8,0,7,3,13.766666666666666,7,3,12.066666666666668
26,0,1,0,0,31,133.1,121.5,1,15,13,11.615384615384617,14,11,12.545454545454543
17,0,1,0,1,18,138.0,134.2,1,6,6,15.166666666666666,6,6,14.142857142857142
7,0,1,0,0,35,130.0,130.0,0,5,0,0.0,5,0,0.0
1,0,1,0,0,19,127.0,122.8,1,5,2,14.5,5,3,11.333333333333334
1,0,1,0,1,19,115.0,108.7,0,6,5,10.8,6,6,10.714285714285714
1,0,1,0,0,18,147.0,136.7,0,7,7,13.995714285714287,8,8,14.955555555555556
17,0,1,0,0,20,132.0,119.1,0,6,6,13.285714285714286,6,6,11.8
1,0,1,0,1,19,146.0,151.3,1,12,12,12.75,11,11,13.25
43,0,1,0,1,21,109.0,108.3,0,6,2,10.5,6,5,12.4
17,1,1,0,1,18,133.0,127.4,0,7,7,12.714285714285714,7,7,12.285714285714286
42,0,1,0,0,23,124.0,124.0,0,8,8,12.88625,8,8,12.88625
1,0,1,0,1,21,133.1,155.0,0,6,5,13.0,6,6,12.666666666666666
1,0,1,0,1,19,121.0,114.0,0,5,5,12.2,5,5,11.2
1,0,1,0,0,19,129.0,118.9,1,5,4,12.8,5,3,14.5
53,0,1,0,0,20,160.0,160.0,1,11,11,13.785714285714286,9,9,13.88888888888889
43,0,1,0,0,18,131.0,126.1,0,5,0,0.0,5,4,13.25
1,0,1,0,1,18,150.0,136.5,1,8,8,14.50125,8,8,14.50125
1,0,1,0,0,19,130.0,122.3,0,7,6,14.35,7,6,14.35
17,0,1,0,1,21,133.1,128.0,0,6,6,11.5,6,6,12.333333333333334
1,0,1,0,1,18,154.0,156.5,1,6,6,11.714285714285714,6,6,14.666666666666666
1,0,1,0,0,20,126.0,125.7,0,6,6,13.571428571428571,6,5,13.6
1,0,1,0,0,18,150.0,143.0,0,6,5,13.0,6,6,13.666666666666666
17,0,1,0,1,18,141.0,131.9,1,7,7,13.56875,8,8,14.02625
43,0,1,0,0,32,134.0,113.7,0,5,5,10.2,5,4,11.25
17,0,1,0,0,18,146.0,155.1,1,0,0,0.0,0,0,0.0
16,0,1,0,0,19,134.0,121.1,1,6,5,12.2,6,5,11.8
1,0,1,0,1,18,139.0,130.3,1,8,8,14.15375,8,8,14.15375
1,0,0,0,0,18,136.0,123.3,0,8,0,0.0,8,0,0.0
1,0,1,0,0,20,110.0,117.4,1,6,6,13.833333333333334,6,6,12.833333333333334
5,0,1,0,0,19,135.0,140.3,1,6,6,13.428571428571429,6,4,14.0
17,0,1,0,0,19,129.0,120.0,1,8,7,12.454285714285716,8,7,12.454285714285716
17,0,1,0,0,18,139.0,133.4,0,5,1,11.0,5,0,0.0
1,0,1,0,0,18,137.0,126.7,1,7,0,0.0,8,0,0.0
17,0,1,0,1,18,138.0,129.3,1,7,6,13.271666666666668,8,7,12.94375
17,0,1,0,0,20,136.0,125.7,1,7,6,13.548333333333334,8,6,14.775
1,0,1,0,0,19,143.0,144.8,0,6,6,12.166666666666666,6,6,12.5
1,0,1,0,0,21,133.1,98.6,0,6,2,11.0,6,0,0.0
1,0,1,0,1,19,136.0,126.9,1,7,7,13.285714285714286,7,7,14.428571428571429
17,0,1,0,1,20,139.0,146.7,1,6,6,13.333333333333334,6,6,14.0
1,0,1,0,1,21,125.0,117.0,0,8,8,13.2575,8,8,13.2575
44,0,1,0,0,23,130.0,130.0,1,6,0,0.0,6,0,0.0
17,0,0,0,1,18,137.0,125.8,0,6,6,12.666666666666666,6,2,11.5
39,0,1,0,0,30,130.0,160.0,0,5,5,14.6,5,5,15.4
1,0,1,0,0,20,130.0,134.2,1,5,0,0.0,5,0,0.0
43,0,0,0,0,29,160.0,96.0,0,5,3,12.333333333333334,5,0,0.0
18,0,1,0,0,24,100.0,101.8,1,5,5,10.8,5,2,11.0
1,0,1,0,0,20,136.0,125.2,1,6,6,11.666666666666666,6,6,11.333333333333334
43,0,1,0,0,27,117.0,100.0,0,6,4,12.5,6,6,14.333333333333334
7,0,1,0,0,23,140.0,140.0,0,5,0,0.0,5,0,0.0
51,0,1,0,1,23,132.0,120.0,0,6,6,15.333333333333334,6,6,14.166666666666666
1,0,1,0,0,18,147.0,134.3,1,8,7,14.2,8,7,14.2
1,0,1,0,1,19,158.0,144.7,1,6,6,14.833333333333334,6,6,14.666666666666666
17,0,1,0,0,19,142.0,131.9,1,7,7,13.642857142857142,8,8,14.3875
1,0,1,0,1,18,143.0,136.7,1,6,6,13.833333333333334,6,6,14.0
1,0,1,0,0,19,135.0,129.8,1,6,6,11.833333333333334,6,6,13.0
1,0,1,0,1,18,160.0,146.5,0,6,6,13.428571428571429,6,6,13.5
43,0,1,0,0,29,120.0,122.5,1,13,8,10.5,12,9,10.333333333333334
39,0,1,0,0,24,133.1,117.8,0,7,6,11.416666666666666,8,8,11.9625
17,0,1,0,0,19,133.1,106.0,1,7,2,12.75,7,2,11.0
17,0,1,0,0,19,133.0,119.0,0,7,6,11.15,7,7,12.814285714285717
1,0,1,0,0,19,120.0,115.1,0,6,3,11.666666666666666,6,5,13.625
17,0,1,0,0,20,106.0,116.9,1,6,6,11.5,6,5,12.4
1,0,1,0,0,18,148.0,141.7,0,6,6,13.833333333333334,6,6,12.666666666666666
1,0,0,0,0,18,134.0,127.7,1,6,6,11.714285714285714,6,4,11.333333333333334
1,0,1,0,1,19,130.0,122.1,1,7,7,11.678571428571429,8,7,13.0375
16,0,1,0,0,19,150.0,153.5,1,6,6,15.714285714285714,6,6,14.666666666666666
1,0,1,0,1,18,141.0,141.4,1,0,0,0.0,0,0,0.0
1,0,1,0,1,19,140.0,135.8,1,6,6,13.0,6,6,13.0
1,0,1,0,1,18,138.0,127.5,1,7,7,14.485714285714286,8,8,14.58888888888889
39,0,1,0,0,24,130.0,151.6,0,5,5,12.285714285714286,5,5,12.125
39,1,1,0,0,28,133.1,121.4,0,7,4,13.375,7,5,13.5
42,0,1,0,0,20,133.0,100.0,0,8,7,11.571428571428571,8,7,11.571428571428571
1,0,1,0,1,19,150.0,131.5,1,8,7,12.657142857142857,8,7,12.657142857142857
17,0,0,0,0,22,117.0,109.3,0,5,2,10.0,5,1,10.0
1,0,1,0,0,19,145.0,127.9,1,6,6,13.714285714285714,6,6,13.166666666666666
7,0,1,0,0,36,140.0,140.0,1,14,13,13.071428571428571,11,11,13.0
44,0,1,0,1,19,160.0,160.0,0,6,6,15.333333333333334,6,6,14.0
17,0,1,0,0,18,125.0,119.8,0,6,5,11.571428571428571,6,6,12.142857142857142
43,0,0,0,0,40,133.1,153.0,0,5,0,0.0,5,0,0.0
1,0,1,0,1,19,139.0,125.0,1,7,6,12.9,7,6,12.9
43,0,1,0,0,38,130.0,103.7,0,8,5,13.126,8,5,13.126
7,0,1,0,0,32,120.0,120.0,0,10,4,11.5,9,3,11.666666666666666
1,0,1,0,0,19,160.0,146.0,1,6,3,10.333333333333334,6,5,11.8
17,0,1,0,0,19,120.0,116.9,1,6,6,13.5,6,6,13.428571428571429
39,0,1,0,0,35,130.0,117.9,0,1,0,0.0,5,0,0.0
1,0,1,0,0,20,124.0,128.6,1,5,4,12.0,4,2,11.5
17,0,1,0,0,29,150.0,135.0,0,8,7,11.142857142857142,8,8,11.375
1,0,1,0,0,29,140.0,124.6,0,5,5,11.4,5,4,10.25
1,0,1,0,1,19,135.0,124.0,1,8,7,12.771428571428572,8,7,12.771428571428572
1,0,1,0,1,18,143.0,129.5,1,8,7,13.79857142857143,8,7,13.79857142857143
39,1,0,0,0,25,100.0,111.3,0,6,6,13.333333333333334,6,6,13.5
39,1,0,0,0,50,133.1,95.0,0,6,0,0.0,5,0,0.0
1,0,1,0,0,24,133.1,131.8,0,15,14,11.357142857142858,14,13,12.846153846153848
1,0,1,0,0,18,132.0,119.1,0,5,0,0.0,5,0,0.0
17,0,1,0,0,20,131.0,125.4,1,6,6,15.692307692307692,6,5,14.428571428571429
16,1,1,0,1,20,147.0,140.7,1,18,18,15.052631578947368,13,13,14.538461538461538
43,0,1,0,0,21,141.0,131.9,0,10,6,11.5,10,5,12.4
39,1,1,1,0,28,160.0,124.0,0,8,7,11.0,6,1,10.0
1,0,1,1,1,19,135.0,139.2,0,6,6,13.0,6,6,13.166666666666666
1,0,1,1,1,18,133.0,121.8,0,8,8,12.93875,8,8,12.93875
17,0,1,1,0,22,142.0,132.9,0,0,0,0.0,0,0,0.0
44,0,1,1,0,25,130.0,130.0,0,6,0,0.0,6,0,0.0
39,0,0,1,0,37,133.1,130.1,0,7,5,13.0,7,5,12.88
39,0,0,1,0,38,133.1,124.5,0,7,5,12.18,7,4,11.8125
39,0,1,1,0,36,130.0,162.3,0,6,3,11.333333333333334,6,5,11.4
1,0,1,1,0,18,149.0,137.8,1,8,7,13.0,8,7,13.0
1,0,0,1,0,19,130.0,119.5,0,5,0,0.0,6,0,0.0
39,1,1,1,0,24,150.0,110.0,0,5,2,12.5,5,3,12.333333333333334
1,0,1,1,0,20,106.0,105.0,0,6,5,11.0,6,5,12.166666666666666
1,0,1,1,0,21,162.0,142.8,1,0,0,0.0,0,0,0.0
43,0,1,1,0,32,120.0,128.2,1,5,0,0.0,5,0,0.0
39,0,1,1,0,39,133.1,120.0,0,5,0,0.0,5,1,10.0
7,0,0,1,0,33,130.0,130.0,0,5,0,0.0,5,0,0.0
17,0,1,1,1,20,128.0,121.7,0,5,5,12.4,5,4,10.75
1,0,1,1,0,19,124.0,116.0,0,6,6,15.5,6,6,14.1
39,0,0,1,0,43,133.1,133.2,0,5,2,11.5,5,3,10.8
43,0,1,1,0,49,114.0,116.7,0,5,4,13.333333333333334,5,4,11.6
1,0,1,1,1,18,140.0,126.4,1,6,6,12.666666666666666,6,6,13.5
39,0,1,1,0,27,160.0,140.0,0,6,0,0.0,6,0,0.0
1,0,1,1,1,19,122.0,120.3,1,5,5,12.6,5,5,13.6
39,1,1,1,1,45,140.0,118.0,0,6,6,13.5,6,0,0.0
15,0,0,1,0,19,160.0,149.5,1,6,6,13.0,6,6,13.0
44,0,1,1,1,21,130.0,130.0,0,6,6,11.714285714285714,6,4,11.75
1,0,1,1,1,18,141.0,126.3,0,6,6,12.166666666666666,6,5,13.0
17,0,1,1,0,18,127.0,116.2,0,5,0,0.0,5,0,0.0
17,0,0,1,0,29,126.0,126.0,0,6,0,0.0,6,0,0.0
1,0,1,1,0,19,131.0,122.3,0,5,5,11.5,5,5,11.6
1,0,1,1,1,18,130.0,119.5,1,5,4,11.25,5,4,12.25
44,0,1,1,1,22,130.0,131.8,0,7,7,12.285714285714286,9,8,12.375
17,0,1,1,1,18,140.0,130.7,1,7,7,12.718571428571428,8,8,12.805555555555555
44,0,1,1,0,20,140.0,140.0,0,6,5,12.4,6,2,15.0
1,0,1,1,0,20,140.0,129.5,1,0,0,0.0,0,0,0.0
39,1,1,1,1,29,133.1,130.0,0,6,1,14.0,6,0,0.0
39,0,1,1,0,29,120.0,114.0,1,5,3,11.666666666666666,5,4,11.25
43,0,1,1,0,23,121.0,121.0,1,6,1,13.0,6,4,11.25
17,1,1,1,0,19,123.0,116.4,1,0,0,0.0,0,0,0.0
1,0,1,1,0,18,136.0,121.7,1,5,0,0.0,5,1,12.0
42,0,1,1,0,22,136.0,130.0,1,6,4,11.5,6,2,12.5
43,1,1,1,0,34,120.0,120.0,1,10,7,11.714285714285714,10,6,11.5
43,0,1,1,0,26,160.0,125.0,0,5,5,12.6,5,5,13.714285714285714
17,0,1,1,0,24,125.0,134.1,1,17,13,11.642857142857142,17,12,11.25
1,0,1,1,1,17,146.0,149.5,1,6,6,14.875,6,6,13.428571428571429
43,0,1,1,0,21,117.0,113.2,0,5,2,10.0,5,3,10.333333333333334
39,0,1,1,0,34,150.0,146.0,0,5,5,14.2,5,5,14.6
44,0,1,1,0,19,140.0,140.0,1,6,6,12.714285714285714,6,6,13.5
39,1,0,1,0,49,111.0,162.4,0,12,5,11.6,7,5,11.2
43,0,1,1,0,23,120.0,136.6,0,7,5,11.94,7,6,12.2
18,0,1,1,0,18,111.0,111.0,1,5,4,11.6,5,3,14.2
1,0,1,1,0,20,118.0,115.7,0,7,5,12.7,8,7,13.475
1,0,1,1,0,19,106.0,105.7,1,6,6,13.333333333333334,6,5,13.8
42,0,1,1,0,24,120.0,128.2,1,9,8,13.333333333333334,10,9,13.11111111111111
1,0,1,1,0,18,151.0,137.0,1,5,5,13.4,5,5,15.0
39,1,0,1,0,45,133.1,120.0,0,6,0,0.0,6,0,0.0
39,0,1,1,0,30,120.0,120.5,1,5,2,11.0,5,0,0.0
51,0,1,1,0,28,120.0,118.1,0,15,13,12.0,13,9,11.333333333333334
39,0,1,1,0,40,110.0,139.0,0,5,0,0.0,5,0,0.0
39,0,0,1,0,32,133.1,116.3,0,5,0,0.0,5,0,0.0
17,0,1,1,0,19,118.0,120.5,1,6,4,12.5,6,4,10.25
1,0,1,1,0,20,139.0,134.9,1,6,6,13.666666666666666,6,6,12.166666666666666
17,0,1,1,0,18,130.0,123.0,0,5,1,10.0,5,0,0.0
17,0,0,1,0,20,132.0,122.9,0,6,6,11.5,6,2,13.0
39,0,1,1,0,39,100.0,140.0,0,5,4,12.25,5,4,12.75
17,0,0,1,0,19,120.0,122.5,0,6,5,13.6,6,5,13.666666666666666
39,0,1,1,0,38,133.1,121.5,0,5,2,10.5,5,3,11.333333333333334
17,0,1,1,1,18,156.0,132.3,1,7,6,13.266666666666666,7,6,13.266666666666666
17,0,1,1,1,18,143.0,131.5,1,7,7,12.5125,8,8,14.1875
43,0,1,1,0,28,133.1,128.2,0,5,0,0.0,5,0,0.0
39,0,0,1,0,31,140.0,148.0,1,6,0,0.0,6,0,0.0
1,0,1,1,0,23,127.0,121.5,0,7,6,13.483333333333334,7,6,13.483333333333334
1,0,1,1,0,21,135.0,135.4,1,7,6,12.565,8,5,12.16
39,1,0,1,0,33,133.1,139.0,0,6,0,0.0,5,0,0.0
43,0,1,1,0,22,120.0,113.4,0,5,3,13.0,5,3,11.666666666666666
44,1,1,1,0,20,150.0,150.0,1,5,5,16.5,5,5,17.714285714285715
17,1,1,1,0,19,123.0,122.0,0,6,6,13.166666666666666,6,5,13.2
44,0,1,1,0,20,150.0,150.0,1,6,6,13.8,6,6,13.142857142857142
39,0,1,1,0,25,133.1,119.3,1,6,6,11.166666666666666,6,4,11.8
39,0,0,1,0,25,130.0,140.0,0,6,0,0.0,6,0,0.0
1,0,1,1,0,19,140.0,125.0,1,6,6,12.666666666666666,6,6,12.142857142857142
1,0,1,1,0,20,141.0,140.7,1,5,5,12.6,5,4,14.5
39,0,1,1,0,33,133.1,100.0,0,7,5,13.06,7,0,0.0
17,0,1,1,0,19,146.0,146.7,1,6,6,13.833333333333334,6,6,13.625
39,0,1,1,0,31,133.1,96.0,0,5,0,0.0,5,0,0.0
44,1,0,1,0,24,160.0,160.0,0,6,2,16.0,7,2,16.0
44,1,0,1,0,23,130.0,130.0,0,5,0,0.0,5,0,0.0
39,0,0,1,1,26,160.0,130.0,0,5,3,10.666666666666666,5,3,10.666666666666666
43,0,1,1,0,38,140.0,140.0,1,18,18,14.5,18,18,14.5
1,0,1,1,1,20,126.0,116.6,1,5,5,14.0,5,5,13.8
17,0,1,1,0,20,118.0,120.5,1,5,3,13.333333333333334,5,5,13.571428571428571
39,0,1,1,0,25,133.1,103.0,0,6,0,0.0,6,0,0.0
17,0,1,1,0,19,121.0,111.9,1,6,5,12.0,6,4,11.2
17,0,1,1,0,18,148.0,148.7,0,5,5,16.2,5,5,16.0
43,0,1,1,0,28,133.1,120.0,0,13,7,10.285714285714286,11,5,10.6
1,0,1,1,0,18,140.0,125.7,1,5,0,0.0,5,0,0.0
1,0,1,1,1,20,132.0,120.1,1,6,6,13.571428571428571,6,6,13.166666666666666
1,0,1,1,0,18,140.0,127.8,0,6,6,14.285714285714286,6,6,14.857142857142858
17,0,1,1,0,19,112.0,106.4,1,5,5,10.2,5,4,10.5
42,1,1,1,0,24,100.0,100.0,0,8,2,10.25,8,2,10.25
17,0,1,1,0,21,126.0,123.9,1,6,0,0.0,6,0,0.0
1,0,1,1,1,20,150.0,139.5,0,6,6,14.833333333333334,6,6,14.833333333333334
44,0,1,1,0,21,150.0,150.0,1,6,5,13.625,6,5,12.6
1,1,1,1,0,24,144.0,139.8,0,7,7,12.271428571428572,8,7,13.657142857142857
39,0,1,1,0,27,133.1,154.4,0,5,0,0.0,5,0,0.0
17,1,0,1,0,19,120.0,115.5,1,5,4,12.5,5,5,10.5
39,0,1,1,0,39,133.1,119.0,0,9,9,13.22222222222222,7,7,13.142857142857142
39,0,1,1,0,25,133.1,96.1,0,7,2,15.0,7,2,11.5
7,0,0,1,0,18,130.0,130.0,0,0,0,0.0,0,0,0.0
43,0,1,1,0,19,133.0,128.8,0,12,12,13.166666666666666,12,12,13.0
18,0,1,1,1,21,124.0,126.8,0,6,5,13.833333333333334,6,4,14.0
7,0,1,1,0,27,130.0,130.0,0,5,0,0.0,5,0,0.0
1,0,1,1,0,19,124.0,116.7,1,5,0,0.0,5,0,0.0
17,0,1,1,0,18,132.0,125.5,1,8,7,13.154285714285717,8,7,13.154285714285717
7,0,1,1,0,27,110.0,110.0,1,12,9,12.333333333333334,11,6,13.166666666666666
1,1,1,1,0,18,127.0,133.7,1,6,6,13.0,6,5,11.8
1,0,1,1,0,19,130.0,117.6,0,5,2,11.5,5,5,11.4
44,0,1,1,0,19,140.0,140.0,0,6,3,13.25,6,1,12.0
44,0,1,1,0,22,150.0,150.0,0,6,3,13.333333333333334,6,3,12.75
16,0,1,0,0,18,133.0,133.7,1,6,6,13.5,6,6,12.166666666666666
16,0,1,0,1,18,109.0,137.0,1,6,6,12.666666666666666,6,5,12.8
43,0,1,0,0,23,133.1,128.2,0,11,11,15.090909090909092,6,6,14.5
18,1,0,1,0,20,133.0,129.2,1,0,0,0.0,0,0,0.0
17,0,1,1,0,18,134.0,129.5,1,6,6,13.166666666666666,6,6,12.666666666666666
1,0,1,1,0,18,125.0,129.6,1,6,6,12.833333333333334,6,6,12.833333333333334
17,0,1,1,0,18,135.0,121.7,1,5,5,11.8,5,3,12.0
17,0,1,1,0,20,132.0,141.8,1,6,6,11.833333333333334,6,6,12.166666666666666
1,0,1,1,0,20,135.0,129.8,1,6,5,12.8,6,3,12.75
44,0,1,1,0,21,100.0,106.0,0,7,5,11.8,9,5,11.0
43,0,1,1,0,22,144.0,121.6,0,0,0,0.0,0,0,0.0
17,0,1,1,0,20,125.0,121.5,1,5,5,15.8,5,5,14.571428571428571
1,1,1,1,0,19,133.1,117.0,0,0,0,0.0,0,0,0.0
44,0,1,1,0,19,130.0,130.0,1,5,2,12.5,5,3,11.6
17,0,1,1,0,20,117.0,117.7,1,6,6,14.666666666666666,6,6,13.857142857142858
44,0,1,1,0,19,140.0,140.0,1,6,4,12.5,6,2,12.0
1,0,1,1,0,19,132.0,133.1,1,5,3,12.0,6,2,10.5
15,1,1,1,0,24,133.1,100.0,0,8,7,13.142857142857142,6,6,11.833333333333334
17,1,1,1,0,18,132.0,119.1,0,6,3,12.666666666666666,6,4,11.142857142857142
1,0,0,1,1,18,148.0,129.8,0,5,5,15.0,5,5,14.2
1,1,1,0,0,18,133.0,131.3,1,6,5,13.6,6,5,11.8
17,0,1,0,0,18,143.0,136.7,1,6,6,12.5,6,6,13.833333333333334
17,0,1,0,1,21,143.0,126.2,1,6,6,13.333333333333334,6,6,13.5
15,0,1,0,0,18,133.1,109.6,0,6,4,12.25,6,5,11.0
1,0,1,0,1,18,141.0,131.9,1,7,7,15.101428571428572,8,8,16.09375
1,0,1,0,1,18,140.0,140.7,1,6,6,13.166666666666666,6,6,16.0
18,0,1,0,0,23,134.0,120.7,1,6,4,11.0,6,0,0.0
1,0,1,0,0,21,118.0,113.8,1,5,3,11.666666666666666,5,4,11.75
1,0,1,0,0,20,135.0,121.0,0,6,1,10.0,6,1,13.0
17,0,1,0,0,26,119.0,112.4,1,7,7,11.571428571428571,6,2,11.0
1,0,1,0,1,18,145.0,131.0,1,6,6,12.166666666666666,6,5,11.2
1,0,1,0,0,18,143.0,142.7,1,0,0,0.0,0,0,0.0
1,0,0,0,1,19,123.0,125.5,0,6,6,13.833333333333334,6,6,14.285714285714286
1,0,1,0,1,20,108.0,107.8,1,7,6,12.357142857142858,8,7,13.0
1,1,0,0,0,19,117.0,110.4,1,6,6,12.166666666666666,6,2,10.333333333333334
44,1,1,0,0,21,140.0,136.1,1,6,3,12.0,6,2,12.5
39,0,1,0,0,33,170.0,138.3,0,10,9,12.416666666666666,9,7,13.0
1,0,1,0,0,18,157.0,142.3,0,5,4,12.75,5,4,12.75
42,0,1,0,0,21,141.0,145.0,0,21,18,14.933333333333334,21,18,14.933333333333334
1,0,1,0,0,19,125.0,125.7,1,6,6,13.0,6,6,11.666666666666666
39,1,0,0,0,33,133.1,108.0,0,7,7,12.857142857142858,7,6,12.666666666666666
1,0,1,0,0,18,143.0,128.7,1,7,7,14.455000000000002,8,8,13.91
1,0,1,0,1,18,142.0,128.0,0,6,6,14.0,6,6,13.285714285714286
1,0,1,0,1,20,150.0,146.5,1,6,6,13.5,6,6,12.666666666666666
1,0,0,0,0,20,112.0,106.1,1,6,0,0.0,6,0,0.0
17,0,1,0,1,20,133.1,118.0,0,6,6,11.666666666666666,6,5,14.0
17,0,1,0,1,19,125.0,117.0,1,5,4,12.0,5,5,13.333333333333334
1,0,1,0,1,19,121.0,115.4,1,6,6,11.714285714285714,6,6,11.833333333333334
17,0,1,0,0,21,133.1,117.0,1,6,6,12.666666666666666,6,6,12.428571428571429
39,0,1,0,0,26,133.1,144.9,1,6,3,11.75,6,4,12.8
17,0,1,0,0,21,135.0,127.0,0,6,0,0.0,6,0,0.0
1,0,1,0,0,18,132.0,118.0,1,8,7,12.328571428571427,8,7,12.328571428571427
39,0,1,0,0,27,133.1,118.0,0,7,6,11.666666666666666,7,1,10.0
43,0,1,0,1,20,135.0,126.4,1,12,12,13.25,12,11,12.727272727272728
43,0,1,0,0,21,110.0,110.0,0,6,5,11.833333333333334,6,4,13.25
17,0,1,0,1,18,133.0,124.4,1,7,7,13.3,8,8,15.125
44,0,1,0,0,20,140.0,140.0,1,6,6,12.555555555555555,6,5,11.8
1,0,1,0,0,18,135.0,129.4,1,6,6,12.833333333333334,6,6,12.166666666666666
44,0,1,0,1,20,140.0,141.7,0,6,6,12.833333333333334,6,6,12.833333333333334
1,0,1,0,1,19,144.0,132.1,1,5,3,12.666666666666666,5,3,13.0
1,0,1,0,0,20,122.0,116.8,1,7,6,13.271428571428572,8,7,14.471428571428572
1,0,1,0,1,20,143.0,135.0,0,5,5,12.4,5,5,12.833333333333334
44,0,1,0,0,20,150.0,150.0,0,5,2,14.5,5,4,11.25
1,1,1,0,0,19,124.0,116.0,1,6,0,0.0,5,0,0.0
1,0,1,0,0,18,156.0,155.0,0,6,6,14.285714285714286,6,6,13.25
1,0,1,0,0,18,142.0,127.0,1,5,3,12.333333333333334,5,5,12.6
